S.No.,Name,CMPRs.,Vol 1d,Avg Vol 1Wk,1day return%,1wk return%,1mth return%,Avg Vol 1Mth,3mth return%,1Yr return%,Mar CapRs.Cr.,Qtr Profit Var%,Profit growth%,QoQ Sales%,QoQ Profits%,6mth return%,Sales growth%,ROCE%,S.No.,Name,CMPRs.,Vol 1d,Avg Vol 1Wk,1day return%,1wk return%,1mth return%,Avg Vol 1Mth,3mth return%,1Yr return%,Mar CapRs.Cr.,Qtr Profit Var%,Profit growth%,QoQ Sales%,QoQ Profits%,6mth return%,Sales growth%,ROCE%,S.No.,Name,CMPRs.,Vol 1d,Avg Vol 1Wk,1day return%,1wk return%,1mth return%,Avg Vol 1Mth,3mth return%,1Yr return%,Mar CapRs.Cr.,Qtr Profit Var%,Profit growth%,QoQ Sales%,QoQ Profits%,6mth return%,Sales growth%,ROCE%,S.No.,Name,CMPRs.,Vol 1d,Avg Vol 1Wk,1day return%,1wk return%,1mth return%,Avg Vol 1Mth,3mth return%,1Yr return%,Mar CapRs.Cr.,Qtr Profit Var%,Profit growth%,QoQ Sales%,QoQ Profits%,6mth return%,Sales growth%,ROCE%
1.,Hindustan Zinc,626.50,21016429,13283450,5.72,12.48,18.29,7058743,-3.44,45.65,265074.08,146.14,66.06,1.48,8.57,3.76,38.91,69.25
2.,Sigma Advanced System,727.30,918023,595638,4.99,5.20,32.44,377535,79.76,397.74,13803.57,-81.87,20.42,15.94,-72.43,354.96,963.82,60.82
3.,Hindustan Copper,556.05,60694695,29131837,4.39,0.22,15.27,16593526,0.13,140.52,53715.90,162.59,147.12,-18.99,-20.59,-1.81,67.07,42.40
4.,GK Energy,133.82,1207034,501457,6.05,9.57,-2.10,570144,8.02,,2712.81,61.53,46.17,20.69,1.05,20.19,40.71,40.87
5.,TIPCO Engineering,248.85,510400,652480,5.00,27.58,33.79,210109,43.43,,516.80,156.99,63.29,88.77,94.99,,9.12,36.23
6.,Advit Jewels,255.69,13469326,5413298,19.93,44.14,29.21,1475632,,,1165.03,37.88,35.51,-18.30,-6.29,,33.69,32.14
7.,Raghav Product.,1736.70,158348,114881,8.33,6.06,34.35,101849,79.76,202.48,7981.99,67.55,55.29,23.17,29.09,145.83,33.90,30.30
8.,Rubicon Research,1818.80,14000832,3086717,6.44,1.11,16.89,1073757,87.91,,30138.69,95.80,89.49,3.97,10.41,133.07,46.65,28.35
9.,Airfloa Rail,450.00,209000,205600,4.48,16.08,35.56,109205,43.84,,1078.65,68.77,53.53,152.99,123.90,72.84,66.12,25.87
10.,Modi's Navnirman,399.90,282040,108573,5.78,-2.50,2.95,88150,17.69,43.56,784.49,26.80,26.22,13.15,93.48,23.24,83.96,25.81
11.,Quess Corp,370.70,6779396,1641029,6.83,10.15,25.34,1749485,73.91,39.07,5535.18,55.39,22.25,7.43,27.63,89.38,5.35,24.00
12.,Ram Ratna Wires,523.70,774798,273400,6.98,8.06,23.14,363836,12.66,52.36,4900.20,127.75,94.01,5.73,-10.37,63.30,60.51,23.58
13.,Balu Forge,638.90,5174359,5623345,4.81,18.87,45.29,2607451,26.68,1.49,7747.47,15.89,18.18,14.10,0.53,31.56,19.70,22.72
14.,RBZ Jewellers Lt,149.33,287210,372594,5.15,8.70,2.55,152621,21.95,12.13,593.43,27.67,54.03,-36.25,-22.17,18.87,30.27,21.98
15.,Data Pattern,4779.40,1676376,1510904,5.22,0.11,4.38,993143,15.47,90.75,26769.65,-13.49,25.98,-66.35,-84.06,48.88,33.81,21.92
16.,T B Z,305.80,4173240,2875607,9.08,23.28,9.13,2027239,121.74,61.28,2038.07,50.76,189.44,1.36,-49.85,107.94,29.14,21.89
17.,Va Tech Wabag,2155.30,2206426,1039191,6.62,9.00,8.99,643346,39.32,41.59,13469.58,36.93,30.17,-37.30,-29.61,70.47,20.45,21.33
18.,Venus Pipes,1636.60,207477,147247,5.59,5.63,-3.05,120817,12.86,28.74,3388.32,6.66,15.37,6.07,3.57,47.31,21.73,21.27
19.,Aries Agro,503.70,1101221,266571,12.75,14.90,46.45,125707,38.47,17.47,657.46,48.65,29.76,1.51,409.81,53.47,19.34,21.20
20.,C.E. Info System,1008.50,834570,285134,4.58,0.09,-10.92,310283,19.29,-39.83,5519.22,7.94,-12.47,-3.67,-2.34,-2.48,1.83,19.13
21.,Aeroflex,536.35,3350174,1926277,8.19,13.12,28.27,1775758,31.65,204.62,7095.42,162.06,42.06,15.53,6.52,128.30,35.64,18.92
22.,20 Microns,223.63,1477053,487338,6.16,14.07,9.62,251532,18.93,-2.31,789.30,5.33,9.01,-6.26,0.85,28.02,2.36,17.31
23.,Ceigall India,337.85,1380348,985397,4.16,7.72,0.61,525774,-2.80,36.84,5881.88,18.23,20.08,-30.07,-50.60,19.00,20.31,17.26
24.,Kross Ltd,217.72,925303,550838,4.12,9.81,14.40,430275,13.94,6.73,1407.26,24.39,13.22,-18.23,-40.71,10.43,17.09,16.44
25.,Vedanta,286.50,25048212,17679137,4.18,9.10,8.26,13639173,-19.23,84.93,112114.15,143.61,36.95,-1.64,-15.33,10.23,2.02,16.08
26.,KRBL,447.40,2871104,2311019,5.77,11.96,27.63,1035433,24.19,0.08,10233.27,73.16,40.39,-1.94,67.81,31.72,0.51,15.16
27.,Standard Engineering Technology,330.40,2743223,2193676,4.97,6.72,16.83,1120466,135.53,84.57,6591.20,26.26,21.41,9.27,26.90,164.85,31.60,14.68
28.,Mangal Electrica,297.65,766127,327034,7.77,11.73,-1.10,100504,-8.81,,824.20,101.61,3.03,-29.87,-41.02,26.61,17.36,14.62
29.,M.V.K. Agro,168.05,1482900,460680,5.00,-14.43,-55.52,212905,-64.33,-48.92,848.71,84.93,394.49,-51.06,-79.15,-71.31,113.64,14.37
30.,B.L.Kashyap,55.15,1166693,791642,5.15,5.98,1.92,479772,1.42,-19.61,1242.82,-7.83,127.36,-5.11,179.87,6.43,21.77,13.03
31.,Yatharth Hospit.,965.30,709646,653679,4.58,13.25,14.39,410411,18.70,36.52,9302.60,11.94,27.41,14.96,1.61,36.04,44.00,12.37
32.,Cyient,1047.70,12399225,4160261,7.01,17.13,26.96,1568680,14.19,-12.88,11637.79,-32.31,-34.86,7.72,65.95,14.54,3.19,12.28
33.,SBFC Finance,101.14,17805396,4207285,9.02,9.02,11.91,2334440,11.42,-6.45,11242.33,28.97,30.68,8.24,5.99,8.65,27.63,11.82
34.,Capri Global,256.35,31537373,12481267,6.96,13.31,4.95,6279210,34.99,34.38,24646.30,102.05,95.19,13.83,24.95,60.54,50.16,11.67
35.,IOL Chemicals,186.01,15883821,6943982,7.91,18.54,22.81,3965056,41.56,102.54,5457.37,89.87,67.75,22.09,21.25,154.63,18.56,11.29
36.,Onix Solar,288.65,1741517,624399,4.49,-14.81,-54.01,164542,-60.94,19.97,1058.07,1962.38,645.78,33.34,-18.85,-40.86,77.60,10.21
37.,Welspun Special.,54.71,3237598,3015012,7.70,13.32,5.84,937156,29.95,79.38,3628.72,788.00,500.28,-11.87,21.13,47.90,15.15,9.90
38.,Virtuoso Optoel.,579.55,2861380,608969,16.20,17.23,16.70,230424,72.92,17.78,1985.22,27.51,11.75,13.33,53.38,42.08,19.81,9.73
39.,MIC Electronics,37.69,541055,255690,4.99,4.93,3.52,222409,-14.36,-22.81,904.84,27.54,-227.57,-13.92,111.61,1.86,132.71,8.67
40.,Genesys Intl.,246.30,19356872,4946863,14.96,35.00,20.15,1658495,46.11,-37.51,1646.49,-25.14,-39.96,-21.93,-58.49,20.11,3.73,8.23
41.,Jaykay Enter.,168.94,1350382,653723,6.47,14.45,0.57,349372,-21.03,12.78,2199.26,-78.19,85.18,21.93,-97.49,18.50,117.55,8.18
42.,Renaiss. Global,152.58,40800667,8502910,14.83,17.25,29.26,2820497,44.00,35.43,1640.32,65.82,43.83,0.91,-15.16,28.76,41.39,8.00
43.,S A I L,194.90,45818474,39412957,5.59,12.82,19.85,23823186,-5.42,62.50,80674.39,134.30,58.66,-14.82,-10.43,17.62,6.45,7.79
44.,Dalmia BharatLtd,1898.00,340614,434151,4.06,1.23,3.91,219692,5.91,-19.51,35373.12,-15.27,19.02,-8.36,-51.27,-4.77,7.60,7.59
45.,TVS Srichakra,5311.80,276553,82395,10.39,10.16,33.71,80759,31.80,85.81,4058.50,2114.65,364.93,8.84,-5.74,35.03,18.56,7.54
46.,GYFTR,168.19,174060,100091,4.63,10.72,13.16,114306,-11.01,44.47,1290.56,,481.60,-47.70,-14.42,-15.06,2579.77,6.77
47.,PVP Ventures,56.48,6201881,5503156,9.99,44.34,106.13,3401872,110.82,169.85,1473.05,7513.79,906.21,10.14,446.71,106.89,181.93,6.37
48.,Alembic,98.70,1416274,1079014,4.27,11.61,9.48,516106,13.28,-4.77,2534.17,5.27,1.31,-18.82,-3.34,7.61,8.21,6.07
49.,Bank of Maha,85.60,59049519,21865148,4.77,7.24,6.16,13323666,6.89,60.81,65863.89,34.50,31.03,3.60,-1.05,14.50,15.83,6.03
