S.No.,Name,CMPRs.,Vol 1d,Avg Vol 1Wk,1day return%,1wk return%,1mth return%,Avg Vol 1Mth,3mth return%,1Yr return%,Mar CapRs.Cr.,Qtr Profit Var%,Profit growth%,QoQ Sales%,QoQ Profits%,6mth return%,Sales growth%,ROCE%,S.No.,Name,CMPRs.,Vol 1d,Avg Vol 1Wk,1day return%,1wk return%,1mth return%,Avg Vol 1Mth,3mth return%,1Yr return%,Mar CapRs.Cr.,Qtr Profit Var%,Profit growth%,QoQ Sales%,QoQ Profits%,6mth return%,Sales growth%,ROCE%,S.No.,Name,CMPRs.,Vol 1d,Avg Vol 1Wk,1day return%,1wk return%,1mth return%,Avg Vol 1Mth,3mth return%,1Yr return%,Mar CapRs.Cr.,Qtr Profit Var%,Profit growth%,QoQ Sales%,QoQ Profits%,6mth return%,Sales growth%,ROCE%
1.,Natl. Aluminium,347.40,38814300,25752573,4.59,-8.08,-18.15,13938242,-10.02,82.05,63794.98,-16.68,10.05,5.96,7.98,10.53,6.29,39.59
2.,Lloyds Metals,1805.70,1142698,719127,4.90,1.13,0.20,559507,41.99,16.62,101682.50,426.30,120.23,27.95,19.92,36.66,103.54,35.86
3.,Ajanta Pharma,3384.20,958241,316904,6.41,6.10,15.55,173473,20.64,34.26,42313.98,18.40,23.15,3.40,-2.58,22.22,17.31,34.51
4.,Indo SMC,394.65,175000,146750,4.99,11.72,40.39,102350,168.93,,901.98,344.37,109.72,,,,123.33,33.91
5.,Acutaas Chemical,3568.20,2218068,756067,8.13,9.80,13.91,513846,39.46,212.62,29235.84,110.88,124.49,10.06,26.42,109.29,33.02,31.56
6.,Hexaware Tech.,519.40,8284103,2338542,4.96,4.18,2.24,1299588,22.21,-40.31,31755.43,7.46,19.80,3.88,20.58,-32.15,11.28,30.07
7.,SKM Egg Prod.,304.05,4015619,2392237,10.16,22.31,48.91,1631956,105.22,150.66,1607.89,414.65,203.01,-8.37,9.26,42.91,54.27,30.00
8.,Schneider Elect.,1453.60,1601827,908842,8.86,4.16,11.06,833331,71.86,83.35,34765.99,-71.64,-12.52,-42.70,-77.36,101.08,9.63,29.63
9.,KMC Speciality,137.15,717770,629004,6.19,14.82,36.44,346663,74.16,106.68,2236.92,223.67,118.16,0.23,6.55,81.15,32.03,26.04
10.,Saksoft,183.77,73133508,26541927,14.53,30.03,28.27,5587081,67.54,-8.93,2434.37,19.65,28.53,-0.77,23.81,-7.49,14.06,25.50
11.,Thangamayil Jew.,5875.10,608361,214538,5.02,5.72,39.72,275598,71.49,215.59,18242.24,354.33,197.73,18.01,36.15,82.34,73.38,25.49
12.,Ramco Systems,793.20,32803673,15644880,11.75,41.99,74.31,4091050,130.55,92.22,2981.37,371.75,276.16,3.84,684.11,39.77,18.54,19.33
13.,Honasa Consumer,446.45,7162487,5333842,6.88,7.36,9.85,2769539,49.69,43.83,14555.35,176.98,180.13,9.23,38.33,55.97,15.72,19.22
14.,Wheels India,1772.00,958914,371600,5.83,8.91,12.45,181760,77.69,124.16,4327.72,51.91,39.77,14.04,59.42,105.97,15.19,18.83
15.,Allied Blenders,659.50,1735329,606614,5.98,4.43,18.13,508116,63.22,55.18,18452.81,-48.05,17.72,0.39,-40.98,7.49,11.45,18.38
16.,Hexagon Nutri.,65.56,9808970,3168390,14.04,23.70,,3846224,,,805.86,,105.34,,,,9.03,17.01
17.,Bliss GVS Pharma,529.90,2983618,1688499,7.71,11.97,24.59,1590030,145.79,236.06,5613.65,128.90,54.98,17.75,49.31,224.32,14.50,16.77
18.,Vikran Engg.,74.44,53425071,14921664,5.98,2.06,4.90,5080284,43.43,,1918.53,48.31,19.03,142.96,167.81,-25.61,36.41,16.55
19.,Diffusion Eng,415.30,762031,378903,6.95,10.51,26.33,240162,66.25,33.43,1552.51,22.81,53.56,40.42,32.97,24.04,21.31,16.42
20.,Vedanta,284.55,60099058,77676604,4.06,-6.96,-19.30,31475536,20.11,69.60,111290.44,70.89,14.78,15.33,19.79,30.13,25.06,16.08
21.,Finolex Cables,1179.20,1311624,608191,5.62,-0.95,3.78,712447,51.86,23.01,18060.49,17.07,1.68,22.05,36.82,57.29,18.84,16.01
22.,Thermax,5125.10,1078837,424830,6.14,5.37,2.86,298591,57.18,53.09,61141.60,17.86,6.37,30.11,19.21,69.56,2.94,14.88
23.,Standard Engineering Technology,233.43,3619902,4504040,9.10,15.37,74.99,1626068,120.95,36.47,4673.33,31.13,24.40,18.33,3.38,55.32,26.14,14.68
24.,Goodluck India,1474.60,1642837,504854,4.98,-0.59,13.83,244251,49.52,28.32,4890.21,30.07,9.04,4.95,28.43,35.57,4.18,14.42
25.,Bansal Wire Inds,333.80,1156693,401830,6.00,7.80,4.89,141009,48.39,-14.51,5226.67,24.52,12.80,10.43,-7.40,8.04,18.61,13.79
26.,Sumeet Industrie,28.47,8796498,7695295,4.67,4.98,18.77,3512254,11.38,120.36,1990.39,100.25,573.12,-0.45,12.44,7.72,4.69,13.23
27.,TTK Prestige,595.75,429244,157517,4.42,5.65,10.43,91413,38.97,-4.60,8168.16,212.18,22.05,-9.01,13.53,-3.44,9.53,12.48
28.,Prakash Pipes,305.67,3976734,1088069,16.34,15.61,47.49,422180,86.21,-24.41,731.64,31.00,-47.81,23.19,33.33,26.56,1.05,12.48
29.,Borosil Scienti.,173.29,6631985,1764241,11.92,12.23,15.52,471252,68.01,5.05,1542.76,213.84,50.32,18.03,213.22,44.59,7.63,12.08
30.,Bajaj Healthcare,352.65,15647374,4033991,15.98,10.98,16.69,979065,21.56,-32.12,1181.48,19.22,17.94,-5.06,-245.82,-15.04,12.61,11.47
31.,Aye Finance,176.60,3370890,1723903,5.17,5.43,21.83,1873612,85.64,,4356.13,111.08,13.08,19.35,101.67,,24.32,11.32
32.,IOL Chemicals,142.33,10798086,6328346,6.49,8.86,10.35,3330053,95.59,45.99,4179.65,68.18,44.46,6.73,158.41,73.02,11.54,11.25
33.,Speciality Rest.,133.31,179333,223083,4.77,1.65,20.32,88607,58.70,4.60,644.24,38.91,36.95,-13.66,-65.62,18.48,9.22,9.14
34.,Amagi Media Labs,554.45,3925699,1322838,7.86,4.31,39.03,737895,70.00,,11994.91,423.21,204.31,-1.69,10.73,,29.50,8.00
35.,AvenuesAI,16.79,46617860,30713420,4.48,11.93,20.88,17253638,25.30,0.00,5860.38,71.03,22.24,4.55,11.42,0.78,103.27,7.71
36.,Tirupati Forge,57.98,5011156,1500914,19.89,18.57,28.70,542230,43.23,37.00,734.20,16.92,-19.64,-13.77,-24.75,70.83,41.31,7.53
37.,Guj.Nat.Resour.,113.65,12795780,4237923,11.59,32.40,16.14,970416,34.26,74.10,1747.03,166.04,363.03,53.01,-65.80,28.43,52.27,7.25
38.,Bank of Maha,93.85,53285807,20852948,5.79,4.90,18.39,19650782,53.02,72.84,72168.97,36.11,26.59,5.60,13.67,51.25,17.37,6.03
39.,Central Bank,33.62,54662220,19768921,4.41,1.79,9.26,20967054,6.97,-14.23,30449.72,-32.49,12.82,6.92,-40.88,-10.11,7.01,5.62
40.,Zydus Wellness,569.45,16462236,4580304,9.91,6.13,12.31,1247467,33.56,40.02,18186.11,-5.76,-30.09,53.87,506.02,25.26,46.22,4.96
41.,Keystone Realtor,424.40,6833197,1720398,10.36,7.33,6.65,373922,13.43,-28.47,5363.23,-19.10,-54.14,499.61,1152.95,-19.42,31.46,4.68
42.,Tsf Investments,443.95,1866891,672984,11.90,11.18,8.57,224448,31.48,-15.77,9860.30,50.36,26.61,15.13,56.81,-3.99,536.93,4.13
43.,Aurum Proptech,224.06,410482,327053,4.17,7.59,27.52,207719,44.68,12.38,1617.60,151.57,68.55,10.23,506.64,19.16,44.44,1.84
44.,Ather Energy,1083.75,12052462,5282721,8.51,12.82,12.41,4561401,43.73,225.84,41545.70,57.23,36.95,23.18,-18.42,43.59,62.83,-19.77
