S.No.,Name,CMPRs.,Vol 1d,Avg Vol 1Wk,1day return%,1wk return%,1mth return%,Avg Vol 1Mth,3mth return%,1Yr return%,Mar CapRs.Cr.,Qtr Profit Var%,Profit growth%,QoQ Sales%,QoQ Profits%,6mth return%,Sales growth%,ROCE%,S.No.,Name,CMPRs.,Vol 1d,Avg Vol 1Wk,1day return%,1wk return%,1mth return%,Avg Vol 1Mth,3mth return%,1Yr return%,Mar CapRs.Cr.,Qtr Profit Var%,Profit growth%,QoQ Sales%,QoQ Profits%,6mth return%,Sales growth%,ROCE%
1.,Tips Music,676.60,10729308,3581494,8.63,0.36,5.01,1099541,1.72,8.57,8655.34,-4.67,27.11,2.48,-26.01,28.95,21.28,122.19
2.,Kothari Petroche,133.71,477353,113781,5.77,2.59,9.10,144134,-0.76,-22.11,786.84,3.01,10.41,13.36,-4.81,14.64,2.43,28.60
3.,Rubicon Research,1525.40,560464,383315,4.02,7.50,9.88,331490,62.50,,25253.32,111.83,84.55,8.07,5.48,134.66,36.57,28.35
4.,Krishana Phosch.,155.75,4701400,2108092,8.42,11.05,14.58,1320931,22.03,57.96,4814.83,53.99,95.27,-29.54,-43.32,60.73,73.44,27.24
5.,Tanla Platforms,618.50,28748677,6236086,10.13,5.13,19.00,2045766,27.32,-8.86,8221.41,20.07,10.00,4.15,5.84,28.59,13.21,26.32
6.,Thangamayil Jew.,6871.00,439574,200333,6.10,7.75,27.76,287226,80.85,265.28,21370.48,354.33,197.73,18.01,36.15,92.57,73.08,25.49
7.,Sri Lotus,173.57,15826691,8694173,6.68,22.95,19.96,2619513,19.86,,8480.17,11.45,4.26,37.26,43.70,13.82,40.39,21.15
8.,RNIT AI Solution,61.97,187411,108614,5.00,7.59,-4.69,106570,-4.57,,525.45,27.19,66.71,26.67,20.83,48.57,59.79,20.15
9.,Panama Petrochem,500.75,1582105,549818,9.57,17.57,6.77,342742,84.54,39.25,3027.23,60.56,13.62,6.16,55.16,75.00,9.72,19.15
10.,GSP Crop Science,546.20,912828,483024,7.77,10.79,26.32,476995,32.33,,2546.38,-9.49,24.64,48.87,427.33,,17.84,18.95
11.,Fineotex Chem,41.91,24822899,17239599,5.09,9.28,-3.43,11982329,82.93,52.34,4874.31,58.29,0.50,70.77,45.42,92.96,44.79,18.30
12.,Savita Oil Tech,645.10,6017324,1401769,8.21,11.18,12.83,613214,76.67,57.63,4431.75,45.79,92.46,14.00,23.14,85.53,14.42,15.68
13.,Gandhar Oil Ref.,281.95,28951111,8673803,19.37,33.66,55.90,2886387,105.53,67.35,2755.52,633.09,299.64,58.40,455.71,72.86,32.78,13.19
14.,Updater Services,208.14,1393417,668690,6.11,7.41,13.68,413940,31.23,-26.70,1391.79,-18.58,-24.63,-3.17,314.07,35.26,7.44,9.98
15.,HEG,623.85,19833042,4966235,4.17,2.53,17.17,2601606,-4.53,15.28,12042.93,22.57,80.07,12.86,207.53,17.95,20.20,8.35
16.,Amagi Media Labs,655.35,1618811,816206,7.11,9.42,26.71,674781,73.69,,14177.77,423.21,204.31,-1.69,10.73,74.46,29.50,8.00
17.,Ujjivan Small,68.78,158812091,41513972,5.73,4.82,22.67,26872043,21.11,46.28,13381.35,206.67,71.50,7.80,12.26,9.07,14.72,7.73
18.,Sunteck Realty,302.60,4060394,1153716,4.09,-2.87,-3.97,557400,-13.70,-30.84,4438.86,26.47,32.46,-43.50,-33.22,-18.15,55.42,7.54
19.,Suryoday Small,194.31,3340619,940085,7.19,4.75,13.10,706430,33.82,38.88,2067.26,247.19,32.18,10.61,36.00,46.38,10.57,7.33
20.,T N Newsprint,151.44,2724166,729692,5.82,4.23,4.97,239979,7.54,-10.14,1046.37,986.35,8762.59,13.42,3449.48,16.02,3.43,6.40
21.,Prozone Realty,44.91,811205,268303,7.72,6.40,-4.99,340330,-29.83,10.86,686.81,120.30,127.88,-9.72,-42.42,-16.93,9.23,6.10
22.,Graphite India,657.90,6764301,1787705,4.50,0.43,4.43,1205745,-9.05,14.27,12848.66,-333.10,-60.13,27.10,-256.72,7.87,11.39,4.58
23.,NTPC Green Ene.,97.22,112409967,25392361,6.48,4.48,1.56,8390747,-11.87,-9.95,81920.78,38.26,8.90,21.28,54.61,7.66,42.12,3.53
24.,Asian Granito,51.88,54488568,11910981,19.48,9.04,-4.74,4133400,-30.03,-12.01,1537.76,-739.21,-24.52,16.64,-272.31,-24.97,19.22,3.12
25.,TARC Ltd,130.70,8160841,3154759,6.51,10.51,3.93,4120664,-4.88,-33.05,3855.66,101.55,108.25,443.77,107.66,-16.23,879.04,2.26
