S.No.,Name,CMPRs.,Vol 1d,Avg Vol 1Wk,1day return%,1wk return%,1mth return%,Avg Vol 1Mth,3mth return%,1Yr return%,Mar CapRs.Cr.,Qtr Profit Var%,Profit growth%,QoQ Sales%,QoQ Profits%,6mth return%,Sales growth%,ROCE%,S.No.,Name,CMPRs.,Vol 1d,Avg Vol 1Wk,1day return%,1wk return%,1mth return%,Avg Vol 1Mth,3mth return%,1Yr return%,Mar CapRs.Cr.,Qtr Profit Var%,Profit growth%,QoQ Sales%,QoQ Profits%,6mth return%,Sales growth%,ROCE%,S.No.,Name,CMPRs.,Vol 1d,Avg Vol 1Wk,1day return%,1wk return%,1mth return%,Avg Vol 1Mth,3mth return%,1Yr return%,Mar CapRs.Cr.,Qtr Profit Var%,Profit growth%,QoQ Sales%,QoQ Profits%,6mth return%,Sales growth%,ROCE%
1.,Oracle Fin.Serv.,10468.50,763421,342599,6.14,10.84,7.89,316571,58.64,14.32,91162.56,30.72,10.93,5.05,38.07,34.61,12.05,45.28
2.,Saatvik Green,487.65,335549,137970,5.78,2.04,9.71,161560,28.60,,6205.00,-33.60,67.20,27.89,-37.66,29.80,110.73,32.92
3.,SKM Egg Prod.,268.00,3846671,1191297,8.26,9.70,47.35,1475734,61.81,115.66,1409.30,414.65,203.01,-8.37,9.26,23.99,54.27,30.00
4.,Krishana Phosch.,733.95,1938029,531671,7.99,8.18,10.06,272518,52.24,40.93,4444.26,152.83,108.17,14.62,149.34,36.18,78.42,27.24
5.,Shakti Pumps,591.10,5540237,2440696,4.17,8.20,15.64,1188346,19.13,-38.36,7297.91,-65.23,-36.97,55.68,20.91,-19.58,7.21,23.73
6.,Jyoti CNC Auto.,777.85,4291369,2729565,5.16,10.04,15.98,2735248,0.15,-30.06,17694.89,-16.89,4.08,4.04,2.33,-20.89,15.15,21.32
7.,K P R Mill Ltd,1218.45,15625739,4691744,7.72,16.79,28.20,1467651,42.44,8.08,41674.12,11.06,8.66,21.62,8.90,29.88,4.11,20.16
8.,Ramco Systems,673.80,10129250,2160759,20.00,18.15,39.14,1449256,77.43,68.05,2536.93,371.75,276.16,3.84,684.11,17.12,18.54,19.33
9.,Pearl Global Ind,2081.00,2733025,711630,10.23,25.38,27.84,216447,44.51,42.59,9617.54,27.40,17.09,12.25,57.18,30.78,11.50,19.24
10.,Standard Engineering Technology,224.26,5080393,2449998,8.56,29.29,63.68,1092630,93.58,32.59,4477.70,31.13,24.40,18.33,3.38,50.25,26.14,14.68
